"current_season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend","Child or adult"
"2024-25","JAN","272695","1633828","New Mexico","0.1669","18+ years","2024-25, New Mexico: 18+ years","Adult"
"2024-25","JAN","281581","4311636","Florida","0.0653","50-64 years","2024-25, Florida: 50-64 years","Adult"
"2024-25","JAN","296251","2095031","New Mexico","0.1414","Overall","2024-25, New Mexico: Overall","All"
"2024-25","JAN","297416","2315421","Minnesota","0.1285","18-49 years","2024-25, Minnesota: 18-49 years","Adult"
"2024-25","JAN","309984","2320603","Utah","0.1336","18+ years","2024-25, Utah: 18+ years","Adult"
"2024-25","JAN","311273","1574667","Georgia","0.1977","65+ years","2024-25, Georgia: 65+ years","Adult"
"2024-25","JAN","324846","2427133","Illinois","0.1338","50-64 years","2024-25, Illinois: 50-64 years","Adult"
"2024-25","JAN","337571","1089714","Missouri","0.3098","65+ years","2024-25, Missouri: 65+ years","Adult"
"2024-25","JAN","339846","3475334","Kentucky","0.0978","18+ years","2024-25, Kentucky: 18+ years","Adult"
"2024-25","JAN","343893","1115285","Indiana","0.3083","65+ years","2024-25, Indiana: 65+ years","Adult"
"2024-25","JAN","347572","1373975","Arizona","0.253","65+ years","2024-25, Arizona: 65+ years","Adult"
"2024-25","JAN","353583","789527","Oregon","0.4478","65+ years","2024-25, Oregon: 65+ years","Adult"
"2024-25","JAN","360478","4450995.5","Kentucky","0.081","Overall","2024-25, Kentucky: Overall","All"
"2024-25","JAN","362452","5293195","Illinois","0.0685","18-49 years","2024-25, Illinois: 18-49 years","Adult"
"2024-25","JAN","363542","3226163.5","Utah","0.1127","Overall","2024-25, Utah: Overall","All"
"2024-25","JAN","377287","3364376","Washington","0.1121","18-49 years","2024-25, Washington: 18-49 years","Adult"
"2024-25","JAN","387963","1510028","New Jersey","0.2569","65+ years","2024-25, New Jersey: 65+ years","Adult"
"2024-25","JAN","393455","987352","Maryland","0.3985","65+ years","2024-25, Maryland: 65+ years","Adult"
"2024-25","JAN","398119","876387","Colorado","0.4543","65+ years","2024-25, Colorado: 65+ years","Adult"
"2024-25","JAN","407571","2438002","Iowa","0.1672","18+ years","2024-25, Iowa: 18+ years","Adult"
"2024-25","JAN","438090","3145074","Iowa","0.1393","Overall","2024-25, Iowa: Overall","All"
"2024-25","JAN","450496","1814542","North Carolina","0.2483","65+ years","2024-25, North Carolina: 65+ years","Adult"
"2024-25","JAN","461236","6846888.5","Tennessee","0.0674","Overall","2024-25, Tennessee: Overall","All"
"2024-25","JAN","472349","2838054","Connecticut","0.1664","18+ years","2024-25, Connecticut: 18+ years","Adult"
"2024-25","JAN","481527","8567802","California","0.0562","6 months to 17 years","2024-25, California: 6 months to 17 years","Child"
"2024-25","JAN","485676","5373433","Tennessee","0.0904","18+ years","2024-25, Tennessee: 18+ years","Adult"
"2024-25","JAN","487596","1047935","Wisconsin","0.4653","65+ years","2024-25, Wisconsin: 65+ years","Adult"
"2024-25","JAN","506039","3539890","Connecticut","0.143","Overall","2024-25, Connecticut: Overall","All"
"2024-25","JAN","509516","948841","Minnesota","0.537","65+ years","2024-25, Minnesota: 65+ years","Adult"
"2024-25","JAN","526483","3873683","Texas","0.1359","65+ years","2024-25, Texas: 65+ years","Adult"
"2024-25","JAN","576298","4780119","Missouri","0.1206","18+ years","2024-25, Missouri: 18+ years","Adult"
"2024-25","JAN","577193","1247874","Washington","0.4625","65+ years","2024-25, Washington: 65+ years","Adult"
"2024-25","JAN","579004","6559310","New York City","0.0883","18+ years","2024-25, New York City: 18+ years","Adult"
"2024-25","JAN","583647","5188514","Indiana","0.1125","18+ years","2024-25, Indiana: 18+ years","Adult"
"2024-25","JAN","584078","8210067","Georgia","0.0711","18+ years","2024-25, Georgia: 18+ years","Adult"
"2024-25","JAN","595347","5774978","Arizona","0.1031","18+ years","2024-25, Arizona: 18+ years","Adult"
"2024-25","JAN","618677","6115723.5","Missouri","0.1012","Overall","2024-25, Missouri: Overall","All"
"2024-25","JAN","620265","10647521","Georgia","0.0583","Overall","2024-25, Georgia: Overall","All"
"2024-25","JAN","627414","6714728","Indiana","0.0934","Overall","2024-25, Indiana: Overall","All"
"2024-25","JAN","644268","8200096","New York City","0.0786","Overall","2024-25, New York City: Overall","All"
"2024-25","JAN","648956","7380696.5","Arizona","0.0879","Overall","2024-25, Arizona: Overall","All"
"2024-25","JAN","651681","2097638","Ohio","0.3107","65+ years","2024-25, Ohio: 65+ years","Adult"
"2024-25","JAN","651870","2060818","New York State","0.3163","65+ years","2024-25, New York (excluding New York City): 65+ years","Adult"
"2024-25","JAN","654399","1812441","Michigan","0.3611","65+ years","2024-25, Michigan: 65+ years","Adult"
"2024-25","JAN","703214","2220720","Pennsylvania","0.3167","65+ years","2024-25, Pennsylvania (excluding Philadelphia County): 65+ years","Adult"
"2024-25","JAN","717845","6947836","New Jersey","0.1033","18+ years","2024-25, New Jersey: 18+ years","Adult"
"2024-25","JAN","719243","3380729","Oregon","0.2127","18+ years","2024-25, Oregon: 18+ years","Adult"
"2024-25","JAN","755809","2089234","Illinois","0.3618","65+ years","2024-25, Illinois: 65+ years","Adult"
"2024-25","JAN","766260","8832618","New Jersey","0.0868","Overall","2024-25, New Jersey: Overall","All"
"2024-25","JAN","798394","4220498","Oregon","0.1892","Overall","2024-25, Oregon: Overall","All"
"2024-25","JAN","811980","4721883","Maryland","0.172","18+ years","2024-25, Maryland: 18+ years","Adult"
"2024-25","JAN","822770","8294423","North Carolina","0.0992","18+ years","2024-25, North Carolina: 18+ years","Adult"
"2024-25","JAN","841055","4557684","Colorado","0.1845","18+ years","2024-25, Colorado: 18+ years","Adult"
"2024-25","JAN","871010","4574131","Wisconsin","0.1904","18+ years","2024-25, Wisconsin: 18+ years","Adult"
"2024-25","JAN","898614","10541669","North Carolina","0.0852","Overall","2024-25, North Carolina: Overall","All"
"2024-25","JAN","908007","6021010.5","Maryland","0.1508","Overall","2024-25, Maryland: Overall","All"
"2024-25","JAN","915025","4638094","Florida","0.1973","65+ years","2024-25, Florida: 65+ years","Adult"
"2024-25","JAN","945249","5776181","Colorado","0.1636","Overall","2024-25, Colorado: Overall","All"
"2024-25","JAN","947174","5801275.5","Wisconsin","0.1633","Overall","2024-25, Wisconsin: Overall","All"
"2024-25","JAN","1001825","29172250","Texas","0.0343","Overall","2024-25, Texas: Overall","All"
"2024-25","JAN","1039659","4356123","Minnesota","0.2387","18+ years","2024-25, Minnesota: 18+ years","Adult"
"2024-25","JAN","1085163","8789112","New York State","0.1235","18+ years","2024-25, New York (excluding New York City): 18+ years","Adult"
"2024-25","JAN","1115245","21925627","Texas","0.0509","18+ years","2024-25, Texas: 18+ years","Adult"
"2024-25","JAN","1119051","9124576","Ohio","0.1226","18+ years","2024-25, Ohio: 18+ years","Adult"
"2024-25","JAN","1137111","7839742","Michigan","0.145","18+ years","2024-25, Michigan: 18+ years","Adult"
"2024-25","JAN","1160524","11026194","New York State","0.1053","Overall","2024-25, New York (excluding New York City): Overall","All"
"2024-25","JAN","1169932","5624147","Minnesota","0.208","Overall","2024-25, Minnesota: Overall","All"
"2024-25","JAN","1188483","7220373","California","0.1646","50-64 years","2024-25, California: 50-64 years","Adult"
"2024-25","JAN","1199041","11627059","Ohio","0.1031","Overall","2024-25, Ohio: Overall","All"
"2024-25","JAN","1203183","8922762","Pennsylvania","0.1348","18+ years","2024-25, Pennsylvania (excluding Philadelphia County): 18+ years","Adult"
"2024-25","JAN","1226703","6027818","Washington","0.2035","18+ years","2024-25, Washington: 18+ years","Adult"
"2024-25","JAN","1228461","9912630.5","Michigan","0.1239","Overall","2024-25, Michigan: Overall","All"
"2024-25","JAN","1293761","11148453","Pennsylvania","0.116","Overall","2024-25, Pennsylvania (excluding Philadelphia County): Overall","All"
"2024-25","JAN","1374932","7650371.5","Washington","0.1797","Overall","2024-25, Washington: Overall","All"
"2024-25","JAN","1415690","17482580","Florida","0.081","18+ years","2024-25, Florida: 18+ years","Adult"
"2024-25","JAN","1432298","17380305","California","0.0824","18-49 years","2024-25, California: 18-49 years","Adult"
"2024-25","JAN","1443107","9809562","Illinois","0.1471","18+ years","2024-25, Illinois: 18+ years","Adult"
"2024-25","JAN","1455380","21623533","Florida","0.0673","Overall","2024-25, Florida: Overall","All"
"2024-25","JAN","1580760","12517504","Illinois","0.1263","Overall","2024-25, Illinois: Overall","All"
"2024-25","JAN","2265174","5976166","California","0.379","65+ years","2024-25, California: 65+ years","Adult"
"2024-25","JAN","4885955","30576844","California","0.1598","18+ years","2024-25, California: 18+ years","Adult"
"2024-25","JAN","5367482","39144646","California","0.1371","Overall","2024-25, California: Overall","All"
"2024-25","JUL",,,"Chicago",,"13-17 years","2024-25, Chicago: 13-17 years","Child"
"2024-25","JUL",,,"Chicago",,"18+ years","2024-25, Chicago: 18+ years","Adult"
"2024-25","JUL",,,"Chicago",,"18-49 years","2024-25, Chicago: 18-49 years","Adult"
"2024-25","JUL",,,"Chicago",,"2-4 years","2024-25, Chicago: 2-4 years","Child"
"2024-25","JUL",,,"Chicago",,"5-8 years","2024-25, Chicago: 5-8 years","Child"
"2024-25","JUL",,,"Chicago",,"50-64 years","2024-25, Chicago: 50-64 years","Adult"
"2024-25","JUL",,,"Chicago",,"6 months to 17 years","2024-25, Chicago: 6 months to 17 years","Child"
"2024-25","JUL",,,"Chicago",,"6-23 months","2024-25, Chicago: 6-23 months","Child"
"2024-25","JUL",,,"Chicago",,"65+ years","2024-25, Chicago: 65+ years","Adult"
"2024-25","JUL",,,"Chicago",,"9-12 years","2024-25, Chicago: 9-12 years","Child"
"2024-25","JUL",,,"Chicago",,"Overall","2024-25, Chicago: Overall","All"
"2024-25","JUL",,,"Hawaii",,"13-17 years","2024-25, Hawaii: 13-17 years","Child"
"2024-25","JUL",,,"Hawaii",,"18+ years","2024-25, Hawaii: 18+ years","Adult"
"2024-25","JUL",,,"Hawaii",,"18-49 years","2024-25, Hawaii: 18-49 years","Adult"
"2024-25","JUL",,,"Hawaii",,"2-4 years","2024-25, Hawaii: 2-4 years","Child"
"2024-25","JUL",,,"Hawaii",,"5-8 years","2024-25, Hawaii: 5-8 years","Child"
"2024-25","JUL",,,"Hawaii",,"50-64 years","2024-25, Hawaii: 50-64 years","Adult"
"2024-25","JUL",,,"Hawaii",,"6 months to 17 years","2024-25, Hawaii: 6 months to 17 years","Child"
"2024-25","JUL",,,"Hawaii",,"6-23 months","2024-25, Hawaii: 6-23 months","Child"
"2024-25","JUL",,,"Hawaii",,"65+ years","2024-25, Hawaii: 65+ years","Adult"
"2024-25","JUL",,,"Hawaii",,"9-12 years","2024-25, Hawaii: 9-12 years","Child"
"2024-25","JUL",,,"Hawaii",,"Overall","2024-25, Hawaii: Overall","All"
"2024-25","JUL",,,"Houston",,"13-17 years","2024-25, Houston: 13-17 years","Child"
"2024-25","JUL",,,"Houston",,"18+ years","2024-25, Houston: 18+ years","Adult"
"2024-25","JUL",,,"Houston",,"18-49 years","2024-25, Houston: 18-49 years","Adult"
"2024-25","JUL",,,"Houston",,"2-4 years","2024-25, Houston: 2-4 years","Child"
"2024-25","JUL",,,"Houston",,"5-8 years","2024-25, Houston: 5-8 years","Child"
"2024-25","JUL",,,"Houston",,"50-64 years","2024-25, Houston: 50-64 years","Adult"
"2024-25","JUL",,,"Houston",,"6 months to 17 years","2024-25, Houston: 6 months to 17 years","Child"
"2024-25","JUL",,,"Houston",,"6-23 months","2024-25, Houston: 6-23 months","Child"
"2024-25","JUL",,,"Houston",,"65+ years","2024-25, Houston: 65+ years","Adult"
"2024-25","JUL",,,"Houston",,"9-12 years","2024-25, Houston: 9-12 years","Child"
"2024-25","JUL",,,"Houston",,"Overall","2024-25, Houston: Overall","All"
"2024-25","JUL",,,"Kansas",,"13-17 years","2024-25, Kansas: 13-17 years","Child"
"2024-25","JUL",,,"Kansas",,"18+ years","2024-25, Kansas: 18+ years","Adult"
"2024-25","JUL",,,"Kansas",,"18-49 years","2024-25, Kansas: 18-49 years","Adult"
"2024-25","JUL",,,"Kansas",,"2-4 years","2024-25, Kansas: 2-4 years","Child"
"2024-25","JUL",,,"Kansas",,"5-8 years","2024-25, Kansas: 5-8 years","Child"
"2024-25","JUL",,,"Kansas",,"50-64 years","2024-25, Kansas: 50-64 years","Adult"
"2024-25","JUL",,,"Kansas",,"6 months to 17 years","2024-25, Kansas: 6 months to 17 years","Child"
"2024-25","JUL",,,"Kansas",,"6-23 months","2024-25, Kansas: 6-23 months","Child"
"2024-25","JUL",,,"Kansas",,"65+ years","2024-25, Kansas: 65+ years","Adult"
"2024-25","JUL",,,"Kansas",,"9-12 years","2024-25, Kansas: 9-12 years","Child"
"2024-25","JUL",,,"Kansas",,"Overall","2024-25, Kansas: Overall","All"
"2024-25","JUL",,,"Massachusetts",,"13-17 years","2024-25, Massachusetts: 13-17 years","Child"
"2024-25","JUL",,,"Massachusetts",,"18+ years","2024-25, Massachusetts: 18+ years","Adult"
"2024-25","JUL",,,"Massachusetts",,"18-49 years","2024-25, Massachusetts: 18-49 years","Adult"
"2024-25","JUL",,,"Massachusetts",,"2-4 years","2024-25, Massachusetts: 2-4 years","Child"
"2024-25","JUL",,,"Massachusetts",,"5-8 years","2024-25, Massachusetts: 5-8 years","Child"
"2024-25","JUL",,,"Massachusetts",,"50-64 years","2024-25, Massachusetts: 50-64 years","Adult"
"2024-25","JUL",,,"Massachusetts",,"6 months to 17 years","2024-25, Massachusetts: 6 months to 17 years","Child"
"2024-25","JUL",,,"Massachusetts",,"6-23 months","2024-25, Massachusetts: 6-23 months","Child"
"2024-25","JUL",,,"Massachusetts",,"65+ years","2024-25, Massachusetts: 65+ years","Adult"
"2024-25","JUL",,,"Massachusetts",,"9-12 years","2024-25, Massachusetts: 9-12 years","Child"
"2024-25","JUL",,,"Massachusetts",,"Overall","2024-25, Massachusetts: Overall","All"
"2024-25","JUL",,,"Nebraska",,"13-17 years","2024-25, Nebraska: 13-17 years","Child"
"2024-25","JUL",,,"Nebraska",,"18+ years","2024-25, Nebraska: 18+ years","Adult"
"2024-25","JUL",,,"Nebraska",,"18-49 years","2024-25, Nebraska: 18-49 years","Adult"
"2024-25","JUL",,,"Nebraska",,"2-4 years","2024-25, Nebraska: 2-4 years","Child"
"2024-25","JUL",,,"Nebraska",,"5-8 years","2024-25, Nebraska: 5-8 years","Child"
"2024-25","JUL",,,"Nebraska",,"50-64 years","2024-25, Nebraska: 50-64 years","Adult"
"2024-25","JUL",,,"Nebraska",,"6 months to 17 years","2024-25, Nebraska: 6 months to 17 years","Child"
"2024-25","JUL",,,"Nebraska",,"6-23 months","2024-25, Nebraska: 6-23 months","Child"
"2024-25","JUL",,,"Nebraska",,"65+ years","2024-25, Nebraska: 65+ years","Adult"
"2024-25","JUL",,,"Nebraska",,"9-12 years","2024-25, Nebraska: 9-12 years","Child"
"2024-25","JUL",,,"Nebraska",,"Overall","2024-25, Nebraska: Overall","All"
"2024-25","JUL",,,"New Hampshire",,"13-17 years","2024-25, New Hampshire: 13-17 years","Child"
"2024-25","JUL",,,"New Hampshire",,"18+ years","2024-25, New Hampshire: 18+ years","Adult"
"2024-25","JUL",,,"New Hampshire",,"18-49 years","2024-25, New Hampshire: 18-49 years","Adult"
"2024-25","JUL",,,"New Hampshire",,"2-4 years","2024-25, New Hampshire: 2-4 years","Child"
"2024-25","JUL",,,"New Hampshire",,"5-8 years","2024-25, New Hampshire: 5-8 years","Child"
"2024-25","JUL",,,"New Hampshire",,"50-64 years","2024-25, New Hampshire: 50-64 years","Adult"
"2024-25","JUL",,,"New Hampshire",,"6 months to 17 years","2024-25, New Hampshire: 6 months to 17 years","Child"
"2024-25","JUL",,,"New Hampshire",,"6-23 months","2024-25, New Hampshire: 6-23 months","Child"
"2024-25","JUL",,,"New Hampshire",,"65+ years","2024-25, New Hampshire: 65+ years","Adult"
"2024-25","JUL",,,"New Hampshire",,"9-12 years","2024-25, New Hampshire: 9-12 years","Child"
"2024-25","JUL",,,"New Hampshire",,"Overall","2024-25, New Hampshire: Overall","All"
"2024-25","JUL",,,"Rhode Island",,"13-17 years","2024-25, Rhode Island: 13-17 years","Child"
"2024-25","JUL",,,"Rhode Island",,"18+ years","2024-25, Rhode Island: 18+ years","Adult"
"2024-25","JUL",,,"Rhode Island",,"18-49 years","2024-25, Rhode Island: 18-49 years","Adult"
"2024-25","JUL",,,"Rhode Island",,"2-4 years","2024-25, Rhode Island: 2-4 years","Child"
"2024-25","JUL",,,"Rhode Island",,"5-8 years","2024-25, Rhode Island: 5-8 years","Child"
"2024-25","JUL",,,"Rhode Island",,"50-64 years","2024-25, Rhode Island: 50-64 years","Adult"
"2024-25","JUL",,,"Rhode Island",,"6 months to 17 years","2024-25, Rhode Island: 6 months to 17 years","Child"
"2024-25","JUL",,,"Rhode Island",,"6-23 months","2024-25, Rhode Island: 6-23 months","Child"
"2024-25","JUL",,,"Rhode Island",,"65+ years","2024-25, Rhode Island: 65+ years","Adult"
"2024-25","JUL",,,"Rhode Island",,"9-12 years","2024-25, Rhode Island: 9-12 years","Child"
"2024-25","JUL",,,"Rhode Island",,"Overall","2024-25, Rhode Island: Overall","All"
"2024-25","JUL",,,"South Carolina",,"13-17 years","2024-25, South Carolina: 13-17 years","Child"
"2024-25","JUL",,,"South Carolina",,"18+ years","2024-25, South Carolina: 18+ years","Adult"
"2024-25","JUL",,,"South Carolina",,"18-49 years","2024-25, South Carolina: 18-49 years","Adult"
"2024-25","JUL",,,"South Carolina",,"2-4 years","2024-25, South Carolina: 2-4 years","Child"
"2024-25","JUL",,,"South Carolina",,"5-8 years","2024-25, South Carolina: 5-8 years","Child"
"2024-25","JUL",,,"South Carolina",,"50-64 years","2024-25, South Carolina: 50-64 years","Adult"
"2024-25","JUL",,,"South Carolina",,"6 months to 17 years","2024-25, South Carolina: 6 months to 17 years","Child"
"2024-25","JUL",,,"South Carolina",,"6-23 months","2024-25, South Carolina: 6-23 months","Child"
"2024-25","JUL",,,"South Carolina",,"65+ years","2024-25, South Carolina: 65+ years","Adult"
"2024-25","JUL",,,"South Carolina",,"9-12 years","2024-25, South Carolina: 9-12 years","Child"
"2024-25","JUL",,,"South Carolina",,"Overall","2024-25, South Carolina: Overall","All"
"2024-25","JUL",,,"Virginia",,"13-17 years","2024-25, Virginia: 13-17 years","Child"
"2024-25","JUL",,,"Virginia",,"18+ years","2024-25, Virginia: 18+ years","Adult"
"2024-25","JUL",,,"Virginia",,"18-49 years","2024-25, Virginia: 18-49 years","Adult"
"2024-25","JUL",,,"Virginia",,"2-4 years","2024-25, Virginia: 2-4 years","Child"
"2024-25","JUL",,,"Virginia",,"5-8 years","2024-25, Virginia: 5-8 years","Child"
"2024-25","JUL",,,"Virginia",,"50-64 years","2024-25, Virginia: 50-64 years","Adult"
"2024-25","JUL",,,"Virginia",,"6 months to 17 years","2024-25, Virginia: 6 months to 17 years","Child"
"2024-25","JUL",,,"Virginia",,"6-23 months","2024-25, Virginia: 6-23 months","Child"
"2024-25","JUL",,,"Virginia",,"65+ years","2024-25, Virginia: 65+ years","Adult"
"2024-25","JUL",,,"Virginia",,"9-12 years","2024-25, Virginia: 9-12 years","Child"
"2024-25","JUL",,,"Virginia",,"Overall","2024-25, Virginia: Overall","All"
"2024-25","JUL","0","355.5","Republic of Palau","0","6-23 months","2024-25, Republic of Palau: 6-23 months","Child"
"2024-25","JUL","0","684","Republic of Palau","0","2-4 years","2024-25, Republic of Palau: 2-4 years","Child"
"2024-25","JUL","0","928","Republic of Palau","0","5-8 years","2024-25, Republic of Palau: 5-8 years","Child"
"2024-25","JUL","0","1099","Republic of Palau","0","9-12 years","2024-25, Republic of Palau: 9-12 years","Child"
"2024-25","JUL","0","1139.5","N. Mariana Islands","0","6-23 months","2024-25, N. Mariana Islands: 6-23 months","Child"
"2024-25","JUL","0","1258.5","American Samoa","0","6-23 months","2024-25, American Samoa: 6-23 months","Child"
"2024-25","JUL","0","1763","Republic of Palau","0","13-17 years","2024-25, Republic of Palau: 13-17 years","Child"
"2024-25","JUL","0","1951","U.S. Virgin Islands ","0","6-23 months","2024-25, U.S. Virgin Islands : 6-23 months","Child"
"2024-25","JUL","0","1992","Republic of Palau","0","65+ years","2024-25, Republic of Palau: 65+ years","Adult"
"2024-25","JUL","0","2226","N. Mariana Islands","0","2-4 years","2024-25, N. Mariana Islands: 2-4 years","Child"
"2024-25","JUL","0","2608","American Samoa","0","2-4 years","2024-25, American Samoa: 2-4 years","Child"
"2024-25","JUL","0","2844","Federated States of Micronesia","0","6-23 months","2024-25, Federated States of Micronesia: 6-23 months","Child"
"2024-25","JUL","0","3019","N. Mariana Islands","0","5-8 years","2024-25, N. Mariana Islands: 5-8 years","Child"
"2024-25","JUL","0","3481","American Samoa","0","5-8 years","2024-25, American Samoa: 5-8 years","Child"
"2024-25","JUL","0","3546","American Samoa","0","9-12 years","2024-25, American Samoa: 9-12 years","Child"
"2024-25","JUL","0","4023","Republic of Palau","0","50-64 years","2024-25, Republic of Palau: 50-64 years","Adult"
"2024-25","JUL","0","4073","U.S. Virgin Islands ","0","2-4 years","2024-25, U.S. Virgin Islands : 2-4 years","Child"
"2024-25","JUL","0","4748","American Samoa","0","13-17 years","2024-25, American Samoa: 13-17 years","Child"
"2024-25","JUL","0","4829.5","Republic of Palau","0","6 months to 17 years","2024-25, Republic of Palau: 6 months to 17 years","Child"
"2024-25","JUL","0","5553","U.S. Virgin Islands ","0","5-8 years","2024-25, U.S. Virgin Islands : 5-8 years","Child"
"2024-25","JUL","0","5706","Federated States of Micronesia","0","2-4 years","2024-25, Federated States of Micronesia: 2-4 years","Child"
"2024-25","JUL","0","6338","U.S. Virgin Islands ","0","13-17 years","2024-25, U.S. Virgin Islands : 13-17 years","Child"
"2024-25","JUL","0","7700","Marshall Islands","0","50-64 years","2024-25, Marshall Islands: 50-64 years","Adult"
"2024-25","JUL","0","7726","Federated States of Micronesia","0","5-8 years","2024-25, Federated States of Micronesia: 5-8 years","Child"
"2024-25","JUL","0","10568","Republic of Palau","0","18-49 years","2024-25, Republic of Palau: 18-49 years","Adult"
"2024-25","JUL","0","11986","Guam","0","9-12 years","2024-25, Guam: 9-12 years","Child"
"2024-25","JUL","0","12460","Guam","0","5-8 years","2024-25, Guam: 5-8 years","Child"
"2024-25","JUL","0","13771","Guam","0","13-17 years","2024-25, Guam: 13-17 years","Child"
"2024-25","JUL","0","15641.5","American Samoa","0","6 months to 17 years","2024-25, American Samoa: 6 months to 17 years","Child"
"2024-25","JUL","0","16583","Republic of Palau","0","18+ years","2024-25, Republic of Palau: 18+ years","Adult"
"2024-25","JUL","0","17706","South Dakota","0","6-23 months","2024-25, South Dakota: 6-23 months","Child"
"2024-25","JUL","0","21412.5","Republic of Palau","0","Overall","2024-25, Republic of Palau: Overall","All"
"2024-25","JUL","0","42112","North Dakota","0","5-8 years","2024-25, North Dakota: 5-8 years","Child"
"2024-25","JUL","0","163198.5","Michigan","0","6-23 months","2024-25, Michigan: 6-23 months","Child"
"2024-25","JUL","0","178554.5","North Carolina","0","6-23 months","2024-25, North Carolina: 6-23 months","Child"
"2024-25","JUL","0","200231","Ohio","0","6-23 months","2024-25, Ohio: 6-23 months","Child"
"2024-25","JUL","0","342016","Michigan","0","2-4 years","2024-25, Michigan: 2-4 years","Child"
"2024-25","JUL","0","369112","North Carolina","0","2-4 years","2024-25, North Carolina: 2-4 years","Child"
"2024-25","JUL","0","417969","Ohio","0","2-4 years","2024-25, Ohio: 2-4 years","Child"
"2024-25","JUL","0","467559","Michigan","0","5-8 years","2024-25, Michigan: 5-8 years","Child"
"2024-25","JUL","0","475421","Michigan","0","9-12 years","2024-25, Michigan: 9-12 years","Child"
"2024-25","JUL","0","504671","North Carolina","0","5-8 years","2024-25, North Carolina: 5-8 years","Child"
"2024-25","JUL","0","523493","North Carolina","0","9-12 years","2024-25, North Carolina: 9-12 years","Child"
"2024-25","JUL","0","569627","Ohio","0","5-8 years","2024-25, Ohio: 5-8 years","Child"
"2024-25","JUL","0","572469","Ohio","0","9-12 years","2024-25, Ohio: 9-12 years","Child"
"2024-25","JUL","0","624694","Michigan","0","13-17 years","2024-25, Michigan: 13-17 years","Child"
"2024-25","JUL","0","671415","North Carolina","0","13-17 years","2024-25, North Carolina: 13-17 years","Child"
"2024-25","JUL","0","742187","Ohio","0","13-17 years","2024-25, Ohio: 13-17 years","Child"
"2024-25","JUL","0","1812441","Michigan","0","65+ years","2024-25, Michigan: 65+ years","Adult"
"2024-25","JUL","0","1814542","North Carolina","0","65+ years","2024-25, North Carolina: 65+ years","Adult"
"2024-25","JUL","0","2020773","Michigan","0","50-64 years","2024-25, Michigan: 50-64 years","Adult"
"2024-25","JUL","0","2056433","North Carolina","0","50-64 years","2024-25, North Carolina: 50-64 years","Adult"
"2024-25","JUL","0","2072888.5","Michigan","0","6 months to 17 years","2024-25, Michigan: 6 months to 17 years","Child"
"2024-25","JUL","0","2097638","Ohio","0","65+ years","2024-25, Ohio: 65+ years","Adult"
"2024-25","JUL","0","2247245.5","North Carolina","0","6 months to 17 years","2024-25, North Carolina: 6 months to 17 years","Child"
"2024-25","JUL","0","2314476","Ohio","0","50-64 years","2024-25, Ohio: 50-64 years","Adult"
"2024-25","JUL","0","2502483","Ohio","0","6 months to 17 years","2024-25, Ohio: 6 months to 17 years","Child"
"2024-25","JUL","0","4006528","Michigan","0","18-49 years","2024-25, Michigan: 18-49 years","Adult"
"2024-25","JUL","0","4423448","North Carolina","0","18-49 years","2024-25, North Carolina: 18-49 years","Adult"
"2024-25","JUL","0","4712462","Ohio","0","18-49 years","2024-25, Ohio: 18-49 years","Adult"
"2024-25","JUL","0","7839742","Michigan","0","18+ years","2024-25, Michigan: 18+ years","Adult"
"2024-25","JUL","0","8294423","North Carolina","0","18+ years","2024-25, North Carolina: 18+ years","Adult"
"2024-25","JUL","0","9124576","Ohio","0","18+ years","2024-25, Ohio: 18+ years","Adult"
"2024-25","JUL","0","9912630.5","Michigan","0","Overall","2024-25, Michigan: Overall","All"
"2024-25","JUL","0","10541669","North Carolina","0","Overall","2024-25, North Carolina: Overall","All"
"2024-25","JUL","0","11627059","Ohio","0","Overall","2024-25, Ohio: Overall","All"
"2024-25","JUL","1","3278","American Samoa","0.0003","65+ years","2024-25, American Samoa: 65+ years","Adult"
"2024-25","JUL","1","3732","Marshall Islands","0.0003","65+ years","2024-25, Marshall Islands: 65+ years","Adult"
"2024-25","JUL","1","6226","U.S. Virgin Islands ","0.0002","9-12 years","2024-25, U.S. Virgin Islands : 9-12 years","Child"
"2024-25","JUL","1","7639","American Samoa","0.0001","50-64 years","2024-25, American Samoa: 50-64 years","Adult"
"2024-25","JUL","1","24141","U.S. Virgin Islands ","0","6 months to 17 years","2024-25, U.S. Virgin Islands : 6 months to 17 years","Child"
"2024-25","JUL","1","29524","Wyoming","0","5-8 years","2024-25, Wyoming: 5-8 years","Child"
"2024-25","JUL","1","37396.5","Puerto Rico","0","6-23 months","2024-25, Puerto Rico: 6-23 months","Child"
"2024-25","JUL","2","4712","Guam","0.0004","6-23 months","2024-25, Guam: 6-23 months","Child"
"2024-25","JUL","2","9444","Guam","0.0002","2-4 years","2024-25, Guam: 2-4 years","Child"
"2024-25","JUL","2","9510.5","Wyoming","0.0002","6-23 months","2024-25, Wyoming: 6-23 months","Child"
"2024-25","JUL","2","15564.5","North Dakota","0.0001","6-23 months","2024-25, North Dakota: 6-23 months","Child"
"2024-25","JUL","2","20418","American Samoa","0.0001","18-49 years","2024-25, American Samoa: 18-49 years","Adult"
"2024-25","JUL","2","26572.5","West Virginia","0.0001","6-23 months","2024-25, West Virginia: 6-23 months","Child"
"2024-25","JUL","2","36853","South Dakota","0.0001","2-4 years","2024-25, South Dakota: 2-4 years","Child"
